pair,combo,id,reasons,short_preview
"asc_moon","sagittarius_capricorn","106","banned: ""энергия""","Может одновременно строить грандиозные планы и беспокоиться о мелочах, которые м"
"asc_moon","capricorn_leo","113","full words: 45 (need 50-80)","Долго выстраивает карьеру, но втайне мечтает выйти на сцену и сорвать овации."
"asc_moon","aquarius_aries","121","short words: 11 (need 12-25)","Сначала действует, потом думает — и почти никогда не оглядывается назад."
"asc_moon","aquarius_taurus","122","short words: 11 (need 12-25)","Любит необычные идеи, но воплощает их только когда уверен в надёжности."
"asc_moon","aquarius_virgo","126","short words: 8 (need 12-25)","Сочетает нестандартное мышление с дотошным вниманием к деталям."
"asc_moon","aquarius_libra","127","full words: 85 (need 50-80)","Умеет ладить с разными людьми, но не теряет себя в угоду другим."
"asc_moon","aquarius_sagittarius","129","short words: 10 (need 12-25); full words: 91 (need 50-80); banned: ""будет""","Может сорваться в путешествие спонтанно, а вернувшись, начать планировать следую"
"asc_moon","aquarius_capricorn","130","short words: 11 (need 12-25); full words: 88 (need 50-80)","Сначала придумает безумную идею, а потом составит пошаговый план её реализации."
"asc_moon","aquarius_aquarius","131","full words: 86 (need 50-80)","Может часами спорить об идее, которая никому не нужна, просто ради удовольствия "
"asc_moon","aquarius_pisces","132","full words: 95 (need 50-80)","Может поддержать разговор о высоких материях, а через минуту предложить посмотре"
"asc_moon","pisces_virgo","138","short words: 11 (need 12-25)","Мечтает о совершенстве, но застревает в бесконечном наведении порядка вокруг себ"
"asc_neptune","aries_taurus","2","short words: 10 (need 12-25)","Порывается действовать немедленно, но его останавливает внутреннее желание всё п"
"asc_neptune","aries_sagittarius","9","key mismatch: signpair.asc_neptune.sagittarius → signpair.asc_neptune.aries_sagittarius","Готов отправиться в путешествие без карты и обратного билета — лишь бы было инте"
"asc_neptune","aries_capricorn","10","key mismatch: signpair.asc_neptune.capricorn → signpair.asc_neptune.aries_capricorn","Прежде чем прыгнуть в омут с головой, успевает измерить глубину и прикинуть, вып"
"asc_neptune","aries_aquarius","11","key mismatch: signpair.asc_neptune.aquarius → signpair.asc_neptune.aries_aquarius","Способен увлечься самой неожиданной идеей и тут же начать её воплощать, не огляд"
"asc_neptune","aries_pisces","12","key mismatch: signpair.asc_neptune.pisces → signpair.asc_neptune.aries_pisces","Может сначала броситься спасать мир, а потом понять, что сам нуждается в спасени"
"asc_neptune","taurus_aries","13","short words: 10 (need 12-25)","Спокойный снаружи, но внутри постоянно готов сорваться и всё изменить."
"asc_neptune","taurus_taurus","14","banned: ""будет""","Делает всё основательно и не любит, когда его торопят или пытаются переубедить."
"asc_neptune","taurus_gemini","15","banned: ""будет""","Основательно обдумывает каждую мелочь, но легко меняет мнение под влиянием новых"
"asc_neptune","taurus_libra","19","key mismatch: signpair.asc_neptune.taurus_li bra → signpair.asc_neptune.taurus_libra","Долго выбирает между удобством и красотой, а потом жалеет, что не выбрал что-то "
"asc_neptune","taurus_capricorn","22","banned: ""будет""","Не доверяет импульсам — сначала проверяет, взвешивает, а потом решает, стоит ли "
"asc_neptune","gemini_sagittarius","33","full words: 81 (need 50-80); banned: ""энергия""","С лёгкостью загорается новой идеей, но остывает быстрее, чем успевает её записат"
"asc_neptune","gemini_aquarius","35","full words: 87 (need 50-80); banned: ""будет""","С лёгкостью придумает десяток идей, но будет долго искать ту, за которую стоит в"
"asc_neptune","cancer_gemini","39","banned: ""будет""","Он легко увлекается новыми идеями, но его настроение меняется так же быстро, как"
"asc_neptune","cancer_virgo","42","short words: 11 (need 12-25)","Переживает из-за мелочей так, будто от них зависит всё на свете."
"asc_neptune","cancer_scorpio","44","short words: 10 (need 12-25)","Доверяет медленно, но если уж впустил — защищает до последнего."
"asc_neptune","cancer_aquarius","47","banned: ""глубина""","Может согреть чаем и тут же исчезнуть на неделю, чтобы побыть одному."
"asc_neptune","cancer_pisces","48","short words: 9 (need 12-25)","Чувствует настроение других раньше, чем они сами его осознают."
"asc_neptune","leo_taurus","50","full words: 81 (need 50-80)","Если решил что-то сделать — лучше не мешать: переубедить его почти невозможно."
"asc_neptune","leo_cancer","52","full words: 82 (need 50-80)","Запоминает комплименты на годы, а колкие замечания — ещё дольше, хотя виду не по"
"asc_neptune","leo_leo","53","full words: 82 (need 50-80)","Он привык быть в центре внимания и редко сомневается в своей правоте."
"asc_neptune","leo_virgo","54","short words: 10 (need 12-25); full words: 83 (need 50-80)","Он хочет быть на виду, но предварительно перепроверяет каждую деталь."
"asc_neptune","leo_libra","55","short words: 9 (need 12-25); banned: ""будет""","Он умеет очаровывать, но избегает прямых столкновений, предпочитая дипломатию."
"asc_neptune","leo_capricorn","58","full words: 83 (need 50-80)","Строит карьеру с оглядкой на статус, но внутри всё равно хочет признания и восхи"
"asc_neptune","leo_aquarius","59","full words: 94 (need 50-80)","Ему нужно, чтобы его ценили за оригинальность, а не просто за то, что он в центр"
"asc_neptune","virgo_libra","67","short words: 10 (need 12-25)","Предпочитает переделать чужую работу сам, чем рисковать гармонией в отношениях."
"asc_neptune","virgo_scorpio","68","short words: 10 (need 12-25)","Замечает мелкие нестыковки в чужих словах и запоминает их надолго."
"asc_neptune","virgo_sagittarius","69","short words: 11 (need 12-25)","Покупает билет в последний момент, а потом проверяет расписание сто раз."
"asc_neptune","virgo_capricorn","70","short words: 9 (need 12-25)","Планирует отпуск за полгода и проверяет бронь отеля трижды."
"asc_neptune","virgo_aquarius","71","short words: 11 (need 12-25)","Составляет подробный список дел, а потом переживает, что список составлен неправ"
"asc_neptune","virgo_pisces","72","short words: 11 (need 12-25)","Может часами разбирать чужие проблемы по косточкам, а свои прятать подальше."
"asc_neptune","libra_taurus","74","full words: 87 (need 50-80)","Ценит красоту и покой, старается сохранить уют, даже если ради этого приходится "
"asc_neptune","libra_aquarius","83","short words: 11 (need 12-25)","Стремится объединять непохожих людей, но его собственные идеи часто кажутся стра"
"asc_neptune","libra_pisces","84","short words: 11 (need 12-25)","Настолько хорошо понимает чужие чувства, что иногда теряет свои собственные гран"
"asc_neptune","scorpio_taurus","86","banned: ""будет""","Упрямо стоит на своём, но если доверился — будет верен до конца, несмотря ни на "
"asc_neptune","scorpio_cancer","88","short words: 11 (need 12-25)","Ранимый внутри, снаружи — неприступная крепость, которую можно растопить только "
"asc_neptune","scorpio_virgo","90","banned: ""будет""","Всё подвергает сомнению и анализу, даже собственные чувства, и редко бывает дово"
"asc_neptune","scorpio_scorpio","92","short words: 11 (need 12-25)","Переживает всё настолько глубоко, что кажется: его эмоции способны сжигать дотла"
"asc_neptune","sagittarius_aries","97","short words: 11 (need 12-25)","Сначала прыгает, потом смотрит, куда прыгнул, и редко жалеет об этом."
"asc_neptune","sagittarius_taurus","98","banned: ""будет""","Мечтает о кругосветке, но не выйдет из дома без термоса и пледа."
"asc_neptune","sagittarius_gemini","99","banned: ""будет""","Может за час рассказать десяток историй и ни одну не довести до конца."
"asc_neptune","sagittarius_virgo","102","short words: 11 (need 12-25)","Мечтает о масштабных проектах, но тонет в деталях и бесконечных уточнениях."
"asc_neptune","sagittarius_libra","103","short words: 11 (need 12-25)","Легко подстраивается под собеседника, но из-за этого теряет собственную точку зр"
"asc_neptune","sagittarius_aquarius","107","short words: 11 (need 12-25)","Готов отстаивать необычные идеи перед любым скептиком, не боясь показаться чудак"
"asc_neptune","capricorn_aries","109","short words: 10 (need 12-25)","Спокойно взвешивает риски, но внутри уже принял решение действовать напролом."
"asc_neptune","capricorn_gemini","111","short words: 10 (need 12-25)","Выглядит серьёзно, но в голове постоянно перебирает десятки разных вариантов."
"asc_neptune","capricorn_cancer","112","short words: 10 (need 12-25)","За внешней надёжностью скрывается потребность в заботе и привычном уюте."
"asc_neptune","capricorn_aquarius","119","full words: 49 (need 50-80)","Его идеи кажутся странными, но он умеет превращать их в работающие схемы."
"asc_neptune","capricorn_pisces","120","short words: 11 (need 12-25)","Живёт между строгими планами и внутренними фантазиями, которые редко кому показы"
"asc_neptune","aquarius_aries","121","banned: ""быть собой""","Мгновенно загорается необычными идеями, но не выносит, когда его ограничивают в "
"asc_neptune","aquarius_taurus","122","short words: 10 (need 12-25)","Придерживается необычных взглядов, но упрямо защищает свой привычный порядок вещ"
"asc_neptune","aquarius_gemini","123","short words: 11 (need 12-25)","Легко меняет убеждения и увлечения, как только находит что-то более интересное."
"asc_neptune","aquarius_cancer","124","short words: 10 (need 12-25)","Держится независимо, но остро нуждается в эмоциональной близости и безопасности."
"asc_neptune","aquarius_libra","127","short words: 11 (need 12-25)","Ценит свободу, но постоянно ищет того, с кем можно разделить мечту."
"asc_neptune","aquarius_scorpio","128","short words: 11 (need 12-25); banned: ""будет""; banned: ""произойдёт""","Выглядит холодным и независимым, но внутри кипят страсти, которые он скрывает."
"asc_neptune","aquarius_capricorn","130","short words: 11 (need 12-25)","Снаружи — спокойный стратег, внутри — экспериментатор, который ищет необычные пу"
"asc_neptune","pisces_gemini","135","banned: ""будет""","Говорит намёками, перескакивает с темы на тему, и сам порой не знает, что имеет "
"asc_neptune","pisces_cancer","136","short words: 11 (need 12-25)","Всё пропускает через эмоции, глубоко переживает, но редко показывает это открыто"
"asc_neptune","pisces_scorpio","140","banned: ""глубина""","Он видит людей насквозь, но молчит об этом, предпочитая наблюдать из тени."
"asc_pluto","aries_aries","1","short words: 10 (need 12-25); full words: 47 (need 50-80)","Сразу бросается в дело, даже не успев толком оценить обстановку."
"asc_pluto","aries_taurus","2","full words: 44 (need 50-80); banned: ""будет""","Сначала рвётся вперёд, а потом внезапно упирается и не сдвигается с места."
"asc_pluto","aries_gemini","3","full words: 45 (need 50-80)","Начинает одно, через минуту переключается на другое и удивляется, почему ничего "
"asc_pluto","aries_cancer","4","short words: 9 (need 12-25); full words: 44 (need 50-80)","Внешне резкий, но внутри всё пропускает через личные переживания."
"asc_pluto","aries_capricorn","10","full words: 82 (need 50-80)","Сразу берётся за сложные задачи и доводит их до конца, но слишком строг к себе в"
"asc_pluto","taurus_taurus","14","banned: ""будет""","Никого не подпускает к своим решениям — если он что-то решил, это навсегда."
"asc_pluto","taurus_scorpio","20","short words: 11 (need 12-25)","Снаружи невозмутим, внутри — океан страстей. Цепкий, собственнический и невероят"
"asc_pluto","taurus_sagittarius","21","short words: 10 (need 12-25); full words: 90 (need 50-80)","Совмещает любовь к уюту с жаждой приключений и новых впечатлений."
"asc_pluto","taurus_capricorn","22","short words: 9 (need 12-25); full words: 90 (need 50-80)","Делает всё основательно и не терпит, когда его подгоняют."
"asc_pluto","taurus_aquarius","23","short words: 11 (need 12-25)","Ценит привычный уклад, но не прочь добавить в него что-то необычное."
"asc_pluto","taurus_pisces","24","short words: 9 (need 12-25); full words: 96 (need 50-80)","Внешне спокоен, но глубоко переживает всё, что происходит вокруг."
"asc_pluto","gemini_taurus","26","short words: 11 (need 12-25); banned: ""будет""","Говорит о переменах легко, но менять привычный уклад будет до последнего."
"asc_pluto","gemini_libra","31","banned: ""будет""","В споре скорее уступит ради мира, чем будет настаивать на своём до конца."
"asc_pluto","gemini_capricorn","34","short words: 11 (need 12-25)","С виду легкий собеседник, но за каждым словом стоит продуманная стратегия."
"asc_pluto","cancer_taurus","38","short words: 9 (need 12-25); banned: ""будет""","Ценит стабильность и уют, тяжело переживает перемены и расставания."
"asc_pluto","cancer_gemini","39","short words: 11 (need 12-25)","Эмоции меняются быстро, а сам он пытается их проанализировать и понять."
"asc_pluto","cancer_cancer","40","short words: 11 (need 12-25)","Живёт в мире собственных переживаний и остро нуждается в безопасном убежище."
"asc_pluto","cancer_virgo","42","full words: 81 (need 50-80)","Проявляет заботу через поступки и переживает, если не может предусмотреть всё за"
"asc_pluto","cancer_scorpio","44","short words: 11 (need 12-25)","Чувствует всё глубже других, но доверяет свои переживания только проверенным люд"
"asc_pluto","cancer_capricorn","46","short words: 11 (need 12-25)","Сдержан на эмоции, но надёжен: в критической ситуации первый примет удар."
"asc_pluto","cancer_pisces","48","short words: 11 (need 12-25)","Берёт чужие тревоги на себя и не показывает, как это выматывает."
"asc_pluto","leo_aries","49","banned: ""будет""","Быстро принимает решения и действует так, будто сомнение — это лишняя роскошь."
"asc_pluto","leo_taurus","50","banned: ""будет""","Ценит признание, но не будет унижаться ради него — терпеливо идёт к своей цели."
"asc_pluto","leo_leo","53","banned: ""будет""","Он привык быть в центре внимания и остро реагирует, если его не замечают."
"asc_pluto","leo_libra","55","short words: 11 (need 12-25)","Старается всем угодить, но внутри ждёт признания и восхищения своей персоной."
"asc_pluto","leo_scorpio","56","short words: 11 (need 12-25)","Властный и проницательный, он не прощает предательства и требует полной преданно"
"asc_pluto","virgo_taurus","62","full words: 82 (need 50-80)","Делает всё основательно: сначала изучит, потом выберет лучшее и только тогда нач"
"asc_pluto","virgo_cancer","64","short words: 11 (need 12-25); full words: 83 (need 50-80)","Выражает заботу через порядок: накормит, напомнит, проверит, всё ли в порядке."
"asc_pluto","virgo_leo","65","short words: 11 (need 12-25); full words: 86 (need 50-80)","Может переписывать один абзац часами, чтобы он звучал идеально и эффектно."
"asc_pluto","virgo_virgo","66","full words: 82 (need 50-80); banned: ""будет""","Может трижды поправить одну закладку на книге и всё равно остаться недовольным."
"asc_pluto","virgo_libra","67","full words: 83 (need 50-80)","Сначала составит список плюсов и минусов, а потом спросит у друга, что выбрать."
"asc_pluto","virgo_scorpio","68","full words: 82 (need 50-80); banned: ""будет""","Рано или поздно найдёт у тебя пятнышко, о котором ты сам не знал."
"asc_pluto","libra_aries","73","short words: 11 (need 12-25)","Долго выбирает, а потом действует быстро, не оглядываясь на чужое мнение."
"asc_pluto","libra_cancer","76","short words: 11 (need 12-25)","Уступает в мелочах, но остро переживает каждую несправедливость в свой адрес."
"asc_pluto","libra_leo","77","short words: 11 (need 12-25)","Дипломатично добивается своего, но не прощает, когда его заслуги остаются незаме"
"asc_pluto","libra_scorpio","80","short words: 11 (need 12-25)","Улыбается и соглашается, но при этом уже просчитывает, как поступить по-своему."
"asc_pluto","libra_pisces","84","short words: 11 (need 12-25)","Уступает в мелочах, но если задета принципиальная вещь — стоит насмерть."
"asc_pluto","scorpio_aries","85","banned: ""будет""","Он редко показывает свои настоящие чувства, но если взбесить — снесёт всё на сво"
"asc_pluto","scorpio_taurus","86","banned: ""будет""; banned: ""ресурс""","Упрямство этого человека не знает границ — он перетерпит кого угодно, чтобы доби"
"asc_pluto","scorpio_libra","91","full words: 81 (need 50-80)","Хочет мира, но внутри копит напряжение и редко показывает истинные чувства сразу"
"asc_pluto","scorpio_pisces","96","short words: 10 (need 12-25)","Чувствует людей настолько тонко, что иногда сам пугается собственной проницатель"
"asc_pluto","sagittarius_taurus","98","full words: 81 (need 50-80); banned: ""будет""","Вроде бы мечтатель, но если пообещал ужин — будет готовить до победного."
"asc_pluto","sagittarius_gemini","99","short words: 10 (need 12-25); full words: 81 (need 50-80)","Говорит быстро, думает ещё быстрее и успевает перебить сам себя."
"asc_pluto","sagittarius_cancer","100","short words: 11 (need 12-25)","Может веселиться с незнакомцами, а через час скучать по домашним пирожкам."
"asc_pluto","sagittarius_sagittarius","105","full words: 81 (need 50-80)","Может купить билет в неизвестном направлении и улететь через два часа после реше"
"asc_pluto","capricorn_taurus","110","banned: ""ресурс""","Не делает ничего наспех — сначала семь раз отмерит, а потом уверенно отрежет."
"asc_pluto","capricorn_gemini","111","short words: 11 (need 12-25)","Легко поддерживает любой разговор, но каждое слово — часть продуманной игры."
"asc_pluto","capricorn_leo","113","banned: ""будет""","Строит планы на годы вперёд, чтобы однажды занять место, где его будет видно каж"
"asc_pluto","capricorn_virgo","114","banned: ""будет""","Перепроверит список покупок трижды, но всё равно будет волноваться, что забыл чт"
"asc_pluto","capricorn_libra","115","short words: 11 (need 12-25)","Сначала подберёт идеальные слова, а потом решит, что лучше вообще промолчать."
"asc_pluto","capricorn_sagittarius","117","short words: 10 (need 12-25); banned: ""будет""","Серьёзный снаружи, но внутри — авантюрист с чётким планом действий."
"asc_pluto","capricorn_aquarius","119","short words: 10 (need 12-25)","Планирует всё до мелочей, но оставляет лазейку для спонтанного поступка."
"asc_pluto","capricorn_pisces","120","short words: 10 (need 12-25)","Сочетает прагматизм с тонкой душевной организацией, что делает его непредсказуем"
"asc_pluto","aquarius_leo","125","full words: 85 (need 50-80)","Любит быть в центре, но на своих условиях — когда ему интересно, а не когда позв"
"asc_pluto","aquarius_virgo","126","full words: 88 (need 50-80)","Сначала придумает нестандартный план, а потом проверит каждую запятую в его испо"
"asc_pluto","aquarius_libra","127","full words: 81 (need 50-80)","Может часами обсуждать чужие точки зрения, но решение в итоге примет только своё"
"asc_pluto","aquarius_scorpio","128","full words: 83 (need 50-80)","Спокойно смотрит на чужие драмы, но в своей собственной может быть крайне непрек"
"asc_pluto","aquarius_sagittarius","129","short words: 11 (need 12-25)","Может загореться идеей в понедельник, а к среде уже искать новую."
"asc_pluto","aquarius_aquarius","131","banned: ""будет""","Не станет спорить, если тема ему безразлична — просто переключится и забудет."
"asc_pluto","aquarius_pisces","132","banned: ""будет""","Может внезапно раствориться в воздухе, когда чувствует, что его слишком загружаю"
"asc_pluto","pisces_leo","137","short words: 11 (need 12-25)","Мягко подстраивается под других, но внутри жаждет признания и ярких ролей."
"asc_pluto","pisces_virgo","138","short words: 9 (need 12-25)","Мечтательный взгляд скрывает острый ум, который замечает каждую мелочь."
"asc_pluto","pisces_libra","139","short words: 10 (need 12-25)","Избегает ссор, подстраиваясь под других, но внутри остро переживает несправедлив"
"asc_pluto","pisces_scorpio","140","short words: 10 (need 12-25)","Выглядит загадочным и спокойным, но внутри кипят страсти и недоверие."
"asc_pluto","pisces_sagittarius","141","full words: 89 (need 50-80)","Ему нужны путешествия и новые впечатления, но он остро реагирует на настроение о"
"asc_pluto","pisces_capricorn","142","full words: 99 (need 50-80)","За его спокойствием и расчётливостью часто скрывается мир, полный образов и трев"
"asc_pluto","pisces_aquarius","143","full words: 89 (need 50-80)","Он легко улавливает невысказанное, но не терпит, когда его пытаются привязать к "
"asc_pluto","pisces_pisces","144","full words: 102 (need 50-80)","Он живёт в собственной вселенной чувств и образов, которая для него реальнее вне"
"asc_saturn","aries_aries","1","full words: 82 (need 50-80)","Сразу берётся за дело, не тратя время на долгие размышления и редко сомневается "
"asc_saturn","aries_taurus","2","full words: 92 (need 50-80)","Сначала действует, потом разбирается с последствиями, но упрямо стоит на своём, "
"asc_saturn","aries_gemini","3","full words: 96 (need 50-80)","Быстро загорается новыми идеями, но так же быстро переключается, если дело требу"
"asc_saturn","aries_sagittarius","9","short words: 11 (need 12-25)","Загорается новой идеей каждую неделю и бросает всё ради очередного приключения."
"asc_saturn","aries_capricorn","10","full words: 81 (need 50-80)","Быстро принимает решение, но только если видит в нём практическую выгоду и долго"
"asc_saturn","taurus_taurus","14","short words: 11 (need 12-25)","Упрямый, надёжный и основательный — если принял решение, его не сдвинуть."
"asc_saturn","taurus_gemini","15","short words: 11 (need 12-25)","Мечтает о порядке, но постоянно отвлекается на новые идеи и проекты."
"asc_saturn","taurus_cancer","16","banned: ""будет""","Ценит уют и стабильность, но внутри очень раним — обиды помнит годами."
"asc_saturn","taurus_leo","17","banned: ""фундамент""","Сначала долго строит прочное основание, а потом ждёт бурных оваций и признания."
"asc_saturn","taurus_libra","19","short words: 9 (need 12-25)","Долго выбирает между собственным комфортом и желанием угодить окружающим."
"asc_saturn","taurus_pisces","24","short words: 10 (need 12-25)","Может часами выбирать подарок, потому что хочет угадать настроение человека."
"asc_saturn","gemini_taurus","26","full words: 86 (need 50-80)","Говорит о новых идеях, но на деле выбирает проверенный маршрут и тот же кофе."
"asc_saturn","gemini_gemini","27","full words: 83 (need 50-80)","Говорит быстро, много и без остановки, но сам удивляется тому, что только что ск"
"asc_saturn","gemini_cancer","28","banned: ""будет""","Легко болтает о чём угодно, но обижается, если не заметили, как он устал."
"asc_saturn","gemini_leo","29","short words: 11 (need 12-25)","Может увлечь любого разговором, но требует, чтобы за словами следовали поступки."
"asc_saturn","gemini_virgo","30","short words: 11 (need 12-25)","Подмечает любую неточность в разговоре и любит всё раскладывать по полочкам."
"asc_saturn","gemini_libra","31","short words: 11 (need 12-25)","Легко поддерживает любой разговор, но избегает решений, которые могут нарушить г"
"asc_saturn","gemini_sagittarius","33","full words: 86 (need 50-80)","Может за вечер перейти от планов кругосветного путешествия к ремонту велосипеда "
"asc_saturn","gemini_capricorn","34","full words: 96 (need 50-80)","Прежде чем согласиться на предложение, задаст столько вопросов, что у инициатора"
"asc_saturn","gemini_aquarius","35","full words: 86 (need 50-80); banned: ""будет""","Может загореться идеей в три ночи и к утру уже собрать единомышленников для её р"
"asc_saturn","gemini_pisces","36","full words: 101 (need 50-80)","Может поддержать разговор на любую тему, но потом удивиться, что собеседник восп"
"asc_saturn","cancer_aries","37","short words: 11 (need 12-25)","Может сначала резко отреагировать, а потом переживать, не обидел ли кого-то."
"asc_saturn","cancer_taurus","38","short words: 11 (need 12-25)","Долго присматривается к людям, но если доверяет — становится надёжной опорой."
"asc_saturn","cancer_gemini","39","short words: 11 (need 12-25)","Легко говорит о чувствах, но сам может запутаться в собственных переживаниях."
"asc_saturn","cancer_cancer","40","banned: ""будет""","Болезненно реагирует на критику и долго носит обиду, даже если не подаёт виду."
"asc_saturn","cancer_virgo","42","short words: 9 (need 12-25)","Заботится через действие: накормит, проверит билеты, напомнит о важном."
"asc_saturn","leo_sagittarius","57","full words: 96 (need 50-80); banned: ""будет""","Сначала бросается в новое дело с головой и только потом понимает, стоило ли оно "
"asc_saturn","leo_capricorn","58","full words: 85 (need 50-80)","Берётся за сложные задачи с серьёзным лицом, хотя внутри сильно сомневается, спр"
"asc_saturn","leo_aquarius","59","full words: 82 (need 50-80); banned: ""будет""","Может искренне увлечься необычной идеей, но остывает к ней так же быстро, как за"
"asc_saturn","leo_pisces","60","full words: 96 (need 50-80); banned: ""будет""","Может показаться мягким и уступчивым, но внутри очень остро переживает, когда ег"
"asc_saturn","virgo_aries","61","short words: 10 (need 12-25)","Планирует как стратег, а в последний момент действует как спринтер."
"asc_saturn","virgo_gemini","63","short words: 11 (need 12-25)","Анализирует всё подряд и не успокаивается, пока не найдёт логическое объяснение."
"asc_saturn","virgo_cancer","64","short words: 11 (need 12-25); full words: 83 (need 50-80)","Создаёт уют через порядок и помнит все мелочи, которые другие упускают."
"asc_saturn","virgo_leo","65","banned: ""будет""","Всё должно быть идеально, но он хочет, чтобы это идеальное заметили и оценили по"
"asc_saturn","virgo_virgo","66","short words: 11 (need 12-25)","Всё должно быть разложено по полочкам, иначе внутри начинается тихий дискомфорт."
"asc_saturn","virgo_libra","67","banned: ""будет""","Он видит все недостатки, но предпочитает говорить о них мягко, чтобы никого не о"
"asc_saturn","virgo_capricorn","70","banned: ""будет""","Составит план на год вперёд и будет переживать, если что-то пойдёт не по графику"
"asc_saturn","libra_aries","73","short words: 11 (need 12-25)","Сначала соглашается, чтобы не обидеть, а потом действует по-своему, вызывая недо"
"asc_saturn","libra_taurus","74","short words: 11 (need 12-25)","Со стороны кажется покладистым, но если его терпение кончается, стоит непоколеби"
"asc_saturn","libra_gemini","75","full words: 85 (need 50-80)","Мгновенно находит общий язык с кем угодно, но сам не всегда знает, чего хочет на"
"asc_saturn","libra_virgo","78","full words: 89 (need 50-80)","Он хочет, чтобы все было красиво и правильно, поэтому может бесконечно переделыв"
"asc_saturn","libra_libra","79","full words: 92 (need 50-80)","Он готов выслушать всех, чтобы принять решение, но самому сделать выбор невероят"
"asc_saturn","libra_scorpio","80","full words: 86 (need 50-80)","Он кажется открытым и дружелюбным, но его настоящие чувства скрыты за семью замк"
"asc_saturn","libra_aquarius","83","full words: 42 (need 50-80)","Дружелюбен со всеми, но близко подпускает только тех, кто уважает его личное про"
"asc_saturn","libra_pisces","84","short words: 11 (need 12-25); full words: 48 (need 50-80)","Старается угодить всем вокруг, но внутри часто сомневается, правильно ли поступа"
"asc_saturn","scorpio_taurus","86","full words: 87 (need 50-80); banned: ""будет""","Упрямый и основательный — если принял решение, его не сдвинуть даже самыми вески"
"asc_saturn","scorpio_gemini","87","full words: 83 (need 50-80)","Всё подвергает сомнению и любит докопаться до сути — даже если собеседник этого "
"asc_saturn","scorpio_leo","89","banned: ""будет""","Скрывает обиды до нужного момента, но никогда не забывает, кто его однажды преда"
"asc_saturn","scorpio_virgo","90","banned: ""будет""","Всё проверяет по несколько раз, но если доверил кому-то дело — спрос будет жёстк"
"asc_saturn","scorpio_sagittarius","93","short words: 11 (need 12-25); banned: ""будет""","Любит приключения, но про себя волнуется, не забыл ли выключить утюг."
"asc_saturn","scorpio_capricorn","94","short words: 8 (need 12-25)","Предпочитает проверить человека в деле, прежде чем довериться."
"asc_saturn","scorpio_aquarius","95","short words: 11 (need 12-25)","Подмечает детали, о которых молчат, и редко ошибается в оценке людей."
"asc_saturn","scorpio_pisces","96","short words: 10 (need 12-25); banned: ""быть собой""","Легко считывает настроение других, но редко показывает свои истинные чувства."
"asc_saturn","sagittarius_aries","97","short words: 11 (need 12-25)","Сначала прыгает, потом смотрит — и часто приземляется туда, куда метил."
"asc_saturn","sagittarius_taurus","98","short words: 9 (need 12-25)","Хочет отправиться в кругосветку, но сначала проверит прогноз погоды."
"asc_saturn","sagittarius_gemini","99","short words: 9 (need 12-25)","Говорит быстрее, чем думает, но обычно попадает в точку."
"asc_saturn","sagittarius_libra","103","short words: 11 (need 12-25)","Может час выбирать между двумя одинаковыми свитерами, а потом купить третий."
"asc_saturn","sagittarius_sagittarius","105","full words: 27 (need 50-80)","У него вечно полно планов и идей, но до их реализации часто не доходят руки из-з"
"asc_saturn","sagittarius_capricorn","106","full words: 27 (need 50-80)","Может годами мечтать о большом приключении, но каждый раз находит причину отложи"
"asc_saturn","sagittarius_aquarius","107","full words: 26 (need 50-80)","Загорается идеей, к которой другие относятся скептически, а потом сам в ней разо"
"asc_saturn","sagittarius_pisces","108","full words: 28 (need 50-80)","По вечерам у него возникает десяток гениальных идей, которые к утру кажутся неле"
"asc_saturn","capricorn_virgo","114","short words: 11 (need 12-25); banned: ""будет""","Всё должно быть разложено по папкам, подписано и выверено до запятой."
"asc_saturn","capricorn_pisces","120","short words: 11 (need 12-25)","Снаружи — надёжный исполнитель, внутри — мечтатель, который боится показать уязв"
"asc_saturn","aquarius_taurus","122","full words: 82 (need 50-80)","Придумывает смелые планы, но воплощает их не торопясь, ценя привычный уклад над "
"asc_saturn","aquarius_leo","125","full words: 95 (need 50-80); banned: ""быть собой""","Может часами рассуждать о свободе, но при этом очень хочет, чтобы его заметили и"
"asc_saturn","aquarius_virgo","126","full words: 105 (need 50-80)","Может придумать гениальную идею, а потом потратить неделю на проверку каждой мел"
"asc_saturn","aquarius_libra","127","full words: 108 (need 50-80)","Способен убедить кого угодно в чём угодно, но только если сам в это верит."
"asc_saturn","aquarius_scorpio","128","full words: 95 (need 50-80)","Сначала долго молчит и изучает собеседника, а потом одним вопросом переворачивае"
"asc_saturn","pisces_taurus","134","full words: 48 (need 50-80)","Ценит покой и комфорт, но внутри него живёт богатое воображение и чувствительнос"
"asc_saturn","pisces_gemini","135","full words: 49 (need 50-80)","Общается легко и с интересом, но его мысли могут меняться быстрее, чем он успева"
"asc_saturn","pisces_scorpio","140","banned: ""будет""","Присматривается к людям дольше других, а когда доверится — становится очень пред"
"asc_sun","aries_aries","1","banned: ""будет""","Первым бросается в драку, в спор, в проект, а разбираться с последствиями будет "
"asc_sun","aries_gemini","3","banned: ""энергия""","Загорается идеей, на ходу придумывает план и переключается на следующую, даже не"
"asc_sun","aries_libra","7","banned: ""быть собой""","Может вспылить в споре, но тут же предложить мировую, если почувствует, что пере"
